date,SVI,isPartial,Issuer
2018-02-18,66,False,Pluralsight
2018-02-25,71,False,Pluralsight
2018-03-04,69,False,Pluralsight
2018-03-11,72,False,Pluralsight
2018-03-18,75,False,Pluralsight
2018-03-25,71,False,Pluralsight
2018-04-01,80,False,Pluralsight
2018-04-08,70,False,Pluralsight
2018-04-15,69,False,Pluralsight
2018-04-22,69,False,Pluralsight
2018-04-29,62,False,Pluralsight
2018-05-06,68,False,Pluralsight
2018-05-13,100,False,Pluralsight
2018-05-20,73,False,Pluralsight
2018-05-27,69,False,Pluralsight
2018-06-03,72,False,Pluralsight
2018-06-10,67,False,Pluralsight
2018-06-17,70,False,Pluralsight
2018-06-24,67,False,Pluralsight
2018-07-01,68,False,Pluralsight
2018-07-08,68,False,Pluralsight
2018-07-15,67,False,Pluralsight
2018-07-22,74,False,Pluralsight
2018-07-29,72,False,Pluralsight
2018-08-05,71,False,Pluralsight
2018-08-12,64,False,Pluralsight
2018-08-19,70,False,Pluralsight
2018-08-26,70,False,Pluralsight
2018-09-02,66,False,Pluralsight
2018-09-09,64,False,Pluralsight
2018-09-16,66,False,Pluralsight
2018-09-23,67,False,Pluralsight
2018-09-30,68,False,Pluralsight
2018-10-07,68,False,Pluralsight
2018-10-14,60,False,Pluralsight
2018-10-21,60,False,Pluralsight
2018-10-28,58,False,Pluralsight
2018-11-04,60,False,Pluralsight
2018-11-11,66,False,Pluralsight
2018-11-18,67,False,Pluralsight
2018-11-25,70,False,Pluralsight
2018-12-02,62,False,Pluralsight
2018-12-09,59,False,Pluralsight
2018-12-16,57,False,Pluralsight
2018-12-23,42,False,Pluralsight
2018-12-30,57,False,Pluralsight
2019-01-06,65,False,Pluralsight
2019-01-13,67,False,Pluralsight
2019-01-20,62,False,Pluralsight
2019-01-27,67,False,Pluralsight
2019-02-03,66,False,Pluralsight
2019-02-10,64,False,Pluralsight
2019-02-17,67,False,Pluralsight
2018-02-25,40,False,EVO Payments
2018-03-04,43,False,EVO Payments
2018-03-11,25,False,EVO Payments
2018-03-18,20,False,EVO Payments
2018-03-25,24,False,EVO Payments
2018-04-01,10,False,EVO Payments
2018-04-08,25,False,EVO Payments
2018-04-15,29,False,EVO Payments
2018-04-22,32,False,EVO Payments
2018-04-29,26,False,EVO Payments
2018-05-06,31,False,EVO Payments
2018-05-13,41,False,EVO Payments
2018-05-20,100,False,EVO Payments
2018-05-27,32,False,EVO Payments
2018-06-03,30,False,EVO Payments
2018-06-10,32,False,EVO Payments
2018-06-17,36,False,EVO Payments
2018-06-24,34,False,EVO Payments
2018-07-01,28,False,EVO Payments
2018-07-08,15,False,EVO Payments
2018-07-15,34,False,EVO Payments
2018-07-22,26,False,EVO Payments
2018-07-29,20,False,EVO Payments
2018-08-05,26,False,EVO Payments
2018-08-12,40,False,EVO Payments
2018-08-19,27,False,EVO Payments
2018-08-26,25,False,EVO Payments
2018-09-02,38,False,EVO Payments
2018-09-09,33,False,EVO Payments
2018-09-16,42,False,EVO Payments
2018-09-23,26,False,EVO Payments
2018-09-30,32,False,EVO Payments
2018-10-07,33,False,EVO Payments
2018-10-14,28,False,EVO Payments
2018-10-21,40,False,EVO Payments
2018-10-28,19,False,EVO Payments
2018-11-04,30,False,EVO Payments
2018-11-11,32,False,EVO Payments
2018-11-18,28,False,EVO Payments
2018-11-25,18,False,EVO Payments
2018-12-02,34,False,EVO Payments
2018-12-09,33,False,EVO Payments
2018-12-16,30,False,EVO Payments
2018-12-23,16,False,EVO Payments
2018-12-30,18,False,EVO Payments
2019-01-06,31,False,EVO Payments
2019-01-13,41,False,EVO Payments
2019-01-20,35,False,EVO Payments
2019-01-27,36,False,EVO Payments
2019-02-03,43,False,EVO Payments
2019-02-10,27,False,EVO Payments
2019-02-17,34,False,EVO Payments
2018-02-25,0,False,CLPS Incorporation
2018-03-04,0,False,CLPS Incorporation
2018-03-11,0,False,CLPS Incorporation
2018-03-18,0,False,CLPS Incorporation
2018-03-25,0,False,CLPS Incorporation
2018-04-01,0,False,CLPS Incorporation
2018-04-08,0,False,CLPS Incorporation
2018-04-15,0,False,CLPS Incorporation
2018-04-22,0,False,CLPS Incorporation
2018-04-29,0,False,CLPS Incorporation
2018-05-06,0,False,CLPS Incorporation
2018-05-13,0,False,CLPS Incorporation
2018-05-20,26,False,CLPS Incorporation
2018-05-27,0,False,CLPS Incorporation
2018-06-03,0,False,CLPS Incorporation
2018-06-10,50,False,CLPS Incorporation
2018-06-17,25,False,CLPS Incorporation
2018-06-24,51,False,CLPS Incorporation
2018-07-01,0,False,CLPS Incorporation
2018-07-08,0,False,CLPS Incorporation
2018-07-15,26,False,CLPS Incorporation
2018-07-22,0,False,CLPS Incorporation
2018-07-29,25,False,CLPS Incorporation
2018-08-05,0,False,CLPS Incorporation
2018-08-12,0,False,CLPS Incorporation
2018-08-19,0,False,CLPS Incorporation
2018-08-26,0,False,CLPS Incorporation
2018-09-02,0,False,CLPS Incorporation
2018-09-09,0,False,CLPS Incorporation
2018-09-16,0,False,CLPS Incorporation
2018-09-23,0,False,CLPS Incorporation
2018-09-30,0,False,CLPS Incorporation
2018-10-07,0,False,CLPS Incorporation
2018-10-14,0,False,CLPS Incorporation
2018-10-21,0,False,CLPS Incorporation
2018-10-28,0,False,CLPS Incorporation
2018-11-04,0,False,CLPS Incorporation
2018-11-11,0,False,CLPS Incorporation
2018-11-18,0,False,CLPS Incorporation
2018-11-25,0,False,CLPS Incorporation
2018-12-02,0,False,CLPS Incorporation
2018-12-09,0,False,CLPS Incorporation
2018-12-16,0,False,CLPS Incorporation
2018-12-23,0,False,CLPS Incorporation
2018-12-30,0,False,CLPS Incorporation
2019-01-06,100,False,CLPS Incorporation
2019-01-13,0,False,CLPS Incorporation
2019-01-20,0,False,CLPS Incorporation
2019-01-27,24,False,CLPS Incorporation
2019-02-03,0,False,CLPS Incorporation
2019-02-10,24,False,CLPS Incorporation
2019-02-17,24,False,CLPS Incorporation
2019-02-24,0,False,CLPS Incorporation
2018-02-25,39,False,GreenSky
2018-03-04,46,False,GreenSky
2018-03-11,40,False,GreenSky
2018-03-18,41,False,GreenSky
2018-03-25,29,False,GreenSky
2018-04-01,51,False,GreenSky
2018-04-08,33,False,GreenSky
2018-04-15,46,False,GreenSky
2018-04-22,40,False,GreenSky
2018-04-29,43,False,GreenSky
2018-05-06,41,False,GreenSky
2018-05-13,54,False,GreenSky
2018-05-20,81,False,GreenSky
2018-05-27,57,False,GreenSky
2018-06-03,51,False,GreenSky
2018-06-10,57,False,GreenSky
2018-06-17,47,False,GreenSky
2018-06-24,49,False,GreenSky
2018-07-01,43,False,GreenSky
2018-07-08,45,False,GreenSky
2018-07-15,53,False,GreenSky
2018-07-22,44,False,GreenSky
2018-07-29,61,False,GreenSky
2018-08-05,56,False,GreenSky
2018-08-12,55,False,GreenSky
2018-08-19,49,False,GreenSky
2018-08-26,46,False,GreenSky
2018-09-02,52,False,GreenSky
2018-09-09,53,False,GreenSky
2018-09-16,64,False,GreenSky
2018-09-23,72,False,GreenSky
2018-09-30,62,False,GreenSky
2018-10-07,65,False,GreenSky
2018-10-14,54,False,GreenSky
2018-10-21,50,False,GreenSky
2018-10-28,62,False,GreenSky
2018-11-04,75,False,GreenSky
2018-11-11,58,False,GreenSky
2018-11-18,47,False,GreenSky
2018-11-25,59,False,GreenSky
2018-12-02,57,False,GreenSky
2018-12-09,58,False,GreenSky
2018-12-16,57,False,GreenSky
2018-12-23,54,False,GreenSky
2018-12-30,79,False,GreenSky
2019-01-06,82,False,GreenSky
2019-01-13,100,False,GreenSky
2019-01-20,82,False,GreenSky
2019-01-27,82,False,GreenSky
2019-02-03,82,False,GreenSky
2019-02-10,70,False,GreenSky
2019-02-17,57,False,GreenSky
2019-02-24,69,False,GreenSky
2018-02-25,16,False,Kiniksa Pharmaceuticals
2018-03-04,32,False,Kiniksa Pharmaceuticals
2018-03-11,0,False,Kiniksa Pharmaceuticals
2018-03-18,8,False,Kiniksa Pharmaceuticals
2018-03-25,0,False,Kiniksa Pharmaceuticals
2018-04-01,0,False,Kiniksa Pharmaceuticals
2018-04-08,0,False,Kiniksa Pharmaceuticals
2018-04-15,33,False,Kiniksa Pharmaceuticals
2018-04-22,8,False,Kiniksa Pharmaceuticals
2018-04-29,41,False,Kiniksa Pharmaceuticals
2018-05-06,16,False,Kiniksa Pharmaceuticals
2018-05-13,41,False,Kiniksa Pharmaceuticals
2018-05-20,100,False,Kiniksa Pharmaceuticals
2018-05-27,66,False,Kiniksa Pharmaceuticals
2018-06-03,25,False,Kiniksa Pharmaceuticals
2018-06-10,16,False,Kiniksa Pharmaceuticals
2018-06-17,16,False,Kiniksa Pharmaceuticals
2018-06-24,0,False,Kiniksa Pharmaceuticals
2018-07-01,24,False,Kiniksa Pharmaceuticals
2018-07-08,24,False,Kiniksa Pharmaceuticals
2018-07-15,8,False,Kiniksa Pharmaceuticals
2018-07-22,42,False,Kiniksa Pharmaceuticals
2018-07-29,16,False,Kiniksa Pharmaceuticals
2018-08-05,32,False,Kiniksa Pharmaceuticals
2018-08-12,0,False,Kiniksa Pharmaceuticals
2018-08-19,17,False,Kiniksa Pharmaceuticals
2018-08-26,24,False,Kiniksa Pharmaceuticals
2018-09-02,8,False,Kiniksa Pharmaceuticals
2018-09-09,32,False,Kiniksa Pharmaceuticals
2018-09-16,24,False,Kiniksa Pharmaceuticals
2018-09-23,32,False,Kiniksa Pharmaceuticals
2018-09-30,0,False,Kiniksa Pharmaceuticals
2018-10-07,24,False,Kiniksa Pharmaceuticals
2018-10-14,8,False,Kiniksa Pharmaceuticals
2018-10-21,8,False,Kiniksa Pharmaceuticals
2018-10-28,24,False,Kiniksa Pharmaceuticals
2018-11-04,0,False,Kiniksa Pharmaceuticals
2018-11-11,16,False,Kiniksa Pharmaceuticals
2018-11-18,16,False,Kiniksa Pharmaceuticals
2018-11-25,8,False,Kiniksa Pharmaceuticals
2018-12-02,0,False,Kiniksa Pharmaceuticals
2018-12-09,33,False,Kiniksa Pharmaceuticals
2018-12-16,25,False,Kiniksa Pharmaceuticals
2018-12-23,18,False,Kiniksa Pharmaceuticals
2018-12-30,0,False,Kiniksa Pharmaceuticals
2019-01-06,24,False,Kiniksa Pharmaceuticals
2019-01-13,40,False,Kiniksa Pharmaceuticals
2019-01-20,23,False,Kiniksa Pharmaceuticals
2019-01-27,31,False,Kiniksa Pharmaceuticals
2019-02-03,47,False,Kiniksa Pharmaceuticals
2019-02-10,23,False,Kiniksa Pharmaceuticals
2019-02-17,16,False,Kiniksa Pharmaceuticals
2019-02-24,31,False,Kiniksa Pharmaceuticals
